indicator_name,indicator_feature_combined
China Electronics Production: Household Washing Machines (Monthly),China Electronics Production: Household Washing Machines (Monthly)_monthly_monthly_China_Mysteel_Macroeconomic
China Electronics Production: Room Air Conditioner (Monthly),China Electronics Production: Room Air Conditioner (Monthly)_monthly_monthly_China_Mysteel_Macroeconomic
China Employment PMI SA,China Employment PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Fixed Assets Investment (Cumu) YoY- Infrastructure (excluding electricity),China Fixed Assets Investment (Cumu) YoY- Infrastructure (excluding electricity)_monthly_monthly_China_Bloomberg_Macroeconomic
China Fixed Assets Investment (Excluding Rural Households) Cumulative,China Fixed Assets Investment (Excluding Rural Households) Cumulative_monthly_monthly_China_Bloomberg_Macroeconomic
China Fixed Assets Investment (Excluding Rural Households) Cumulative YoY,China Fixed Assets Investment (Excluding Rural Households) Cumulative YoY_monthly_monthly_China_Bloomberg_Macroeconomic
China Fixed Assets Investments Manufacturing Cumulative YoY,China Fixed Assets Investments Manufacturing Cumulative YoY_monthly_monthly_China_Bloomberg_Macroeconomic
China GDP Constant Price Cumulative YoY,China GDP Constant Price Cumulative YoY_quarterly_quarterly_China_Bloomberg_Macroeconomic
China GDP Constant Price YoY,China GDP Constant Price YoY_quarterly_quarterly_China_Bloomberg_Macroeconomic
China IO Import: by country (Monthly),China IO Import: by country (Monthly)_monthly_monthly_China_Mysteel_Iron Ore
China Imports PMI SA,China Imports PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Air Conditioner,China Industrial Output (Cumulative) - Air Conditioner_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Automobiles,China Industrial Output (Cumulative) - Automobiles_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Crude Steel,China Industrial Output (Cumulative) - Crude Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Excavator,China Industrial Output (Cumulative) - Excavator_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Household Refrigerator,China Industrial Output (Cumulative) - Household Refrigerator_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Household Washing Machine,China Industrial Output (Cumulative) - Household Washing Machine_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Metal Smelting Equipment,China Industrial Output (Cumulative) - Metal Smelting Equipment_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) - Pig Iron,"China Industrial Output (Cumulative) - Pig Iron_monthly_monthly_China_Bloomberg_Macroeconomic, Pig iron, Metallics"
China Industrial Output (Cumulative) - Rolled Steel,China Industrial Output (Cumulative) - Rolled Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output (Cumulative) YoY - Automobiles,China Industrial Output (Cumulative) YoY - Automobiles_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output - Crude Steel,China Industrial Output - Crude Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output - Excavator,China Industrial Output - Excavator_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output - Metal Smelting Equipment,China Industrial Output - Metal Smelting Equipment_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output - Pig Iron,"China Industrial Output - Pig Iron_monthly_monthly_China_Bloomberg_Metallics, Pig iron, Macroeconomic"
China Industrial Output - Rolled Steel,China Industrial Output - Rolled Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY (Cumulative) - Air Conditioner,China Industrial Output YoY (Cumulative) - Air Conditioner_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY (Cumulative) - Crude Steel,China Industrial Output YoY (Cumulative) - Crude Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY (Cumulative) - Excavator,China Industrial Output YoY (Cumulative) - Excavator_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY (Cumulative) - Household Refrigerator,China Industrial Output YoY (Cumulative) - Household Refrigerator_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY (Cumulative) - Household Washing Machine,China Industrial Output YoY (Cumulative) - Household Washing Machine_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY (Cumulative) - Metal Smelting Equipment,China Industrial Output YoY (Cumulative) - Metal Smelting Equipment_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY (Cumulative) - Pig Iron,"China Industrial Output YoY (Cumulative) - Pig Iron_monthly_monthly_China_Bloomberg_Metallics, Pig iron, Macroeconomic"
China Industrial Output YoY (Cumulative) - Rolled Steel,China Industrial Output YoY (Cumulative) - Rolled Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Air Conditioner,China Industrial Output YoY - Air Conditioner_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Automobiles,China Industrial Output YoY - Automobiles_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Crude Steel,China Industrial Output YoY - Crude Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Excavator,China Industrial Output YoY - Excavator_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Household Refrigerator,China Industrial Output YoY - Household Refrigerator_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Household Washing Machine,China Industrial Output YoY - Household Washing Machine_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Metal Smelting Equipment,China Industrial Output YoY - Metal Smelting Equipment_monthly_monthly_China_Bloomberg_Macroeconomic
China Industrial Output YoY - Pig Iron,"China Industrial Output YoY - Pig Iron_monthly_monthly_China_Bloomberg_Metallics, Pig iron, Macroeconomic"
China Industrial Output YoY - Rolled Steel,China Industrial Output YoY - Rolled Steel_monthly_monthly_China_Bloomberg_Macroeconomic
China Input Prices PMI SA,China Input Prices PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Inventories of Raw Materials PMI SA,China Inventories of Raw Materials PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Iron and Steel Association:pig iron:Average daily production:China(Every ten days),"China Iron and Steel Association:pig iron:Average daily production:China(Every ten days)_10-day_10-day_China_Mysteel_Metallics, Pig iron"
China Land Areas Purchased for Real Estate YTD YoY,China Land Areas Purchased for Real Estate YTD YoY_monthly_monthly_China_Bloomberg_Macroeconomic
China Manufacturing PMI SA,China Manufacturing PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China New Export Orders PMI SA,China New Export Orders PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China New Orders PMI SA,China New Orders PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Operating BF (2-6 Mtpa CSP) %,"China Operating BF (2-6 Mtpa CSP) %_weekly_weekly_China_Mysteel_Metallics, Steel, Pig iron"
China Operating BF (<=2 Mtpa CSP) %,"China Operating BF (<=2 Mtpa CSP) %_weekly_weekly_China_Mysteel_Steel, Pig iron, Metallics"
China Operating BF (>=6 Mtpa CSP) %,"China Operating BF (>=6 Mtpa CSP) %_weekly_weekly_China_Mysteel_Metallics, Pig iron, Steel"
China Output PMI SA,China Output PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Output of Industrial Products Air Conditioners,China Output of Industrial Products Air Conditioners_monthly_monthly_China_Bloomberg_Macroeconomic
China Output of Industrial Products Household Refrigerators,China Output of Industrial Products Household Refrigerators_monthly_monthly_China_Bloomberg_Macroeconomic
China Output of Industrial Products Household Washing Machines,China Output of Industrial Products Household Washing Machines_monthly_monthly_China_Bloomberg_Macroeconomic
China Output of Industrial Products Motor Vehicles,China Output of Industrial Products Motor Vehicles_monthly_monthly_China_Bloomberg_Macroeconomic
China Producer Price PMI SA,China Producer Price PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Production and Business Activities Expectation PMI SA,China Production and Business Activities Expectation PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Property - Floor Space of Commercial Housing for Sale,China Property - Floor Space of Commercial Housing for Sale_monthly_monthly_China_Bloomberg_Macroeconomic
China Property - Floor Space of Houses Newly Started (Gross),China Property - Floor Space of Houses Newly Started (Gross)_monthly_monthly_China_Bloomberg_Macroeconomic
China Property -Floor Space of Buildings Under Construction Cum,China Property -Floor Space of Buildings Under Construction Cum_monthly_monthly_China_Bloomberg_Macroeconomic
China Purchasing of Inputs PMI SA,China Purchasing of Inputs PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Scrap - ASEAN CFR Scrap,"China Scrap - ASEAN CFR Scrap_daily_daily_Global_Platts_Scrap, Metallics"
China Steel Export (Monthly),China Steel Export (Monthly)_monthly_monthly_China_Mysteel_Steel
China Steel Import (Monthly),China Steel Import (Monthly)_monthly_monthly_China_Mysteel_Steel
China Stocks of Finished Goods PMI SA,China Stocks of Finished Goods PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Suppliers' Delivery Time PMI SA,China Suppliers' Delivery Time PMI SA_monthly_monthly_China_Bloomberg_Macroeconomic
China Value Added of Industry YoY,China Value Added of Industry YoY_monthly_monthly_China_Bloomberg_Macroeconomic
China Value Added of Industry YoY Cumulative,China Value Added of Industry YoY Cumulative_monthly_monthly_China_Bloomberg_Macroeconomic
China Vehicle Inventory Alert Index - Inventory,China Vehicle Inventory Alert Index - Inventory_monthly_monthly_China_Bloomberg_Macroeconomic
China's Auto Production: Total Vehicles (Monthly),China's Auto Production: Total Vehicles (Monthly)_monthly_monthly_China_Mysteel_Macroeconomic
Coal Semi Soft FOB Australia $/Mt,"Coal Semi Soft FOB Australia $/Mt_daily_daily_Australia_Platts_Coal, Coking Coal"
Coke: Days of Inventory Available: 247 Coking Plants Affiliated To Steel Mills: China,Coke: Days of Inventory Available: 247 Coking Plants Affiliated To Steel Mills: China_weekly_weekly_China_Mysteel_Coke
Coke: Inventory of 247 Coking Plants Affiliated To Steel Mills: China,Coke: Inventory of 247 Coking Plants Affiliated To Steel Mills: China_weekly_weekly_China_Mysteel_Coke
Coking Coal: Days of Inventory Available: 247 Coking Plants Affiliated To Steel Mills: China,"Coking Coal: Days of Inventory Available: 247 Coking Plants Affiliated To Steel Mills: China_weekly_weekly_China_Mysteel_Coal, Coking Coal"
Coking Coal: Inventory of 247 Coking Plants Affiliated To Steel Mills: China,"Coking Coal: Inventory of 247 Coking Plants Affiliated To Steel Mills: China_weekly_weekly_China_Mysteel_Coking Coal, Coal"
Coking Coal: Summary Price: Tangshan,"Coking Coal: Summary Price: Tangshan_daily_daily_China_Mysteel_Coking Coal, Coal"
Coking coal: Prem Low Vol HCC CFR China,"Coking coal: Prem Low Vol HCC CFR China_daily_daily_China_Platts_Coal, Coking Coal"
Coking coal: Prem Low Vol HCC FOB Aus,"Coking coal: Prem Low Vol HCC FOB Aus_daily_daily_Australia_Platts_Coking Coal, Coal"
Concrete: Capacity Utilization: China,Concrete: Capacity Utilization: China_weekly_weekly_China_Mysteel_Macroeconomic
"Consumer price index, China","Consumer price index, China_quarterly_quarterly_China_Oxford_Macroeconomic"
"Consumer price index, World","Consumer price index, World_quarterly_quarterly_Global_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Argentina","Consumption, government, nominal, share of GDP, Argentina_quarterly_quarterly_South America_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Brazil","Consumption, government, nominal, share of GDP, Brazil_quarterly_quarterly_South America_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Chile","Consumption, government, nominal, share of GDP, Chile_quarterly_quarterly_South America_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, China","Consumption, government, nominal, share of GDP, China_quarterly_quarterly_China_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, France","Consumption, government, nominal, share of GDP, France_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Germany","Consumption, government, nominal, share of GDP, Germany_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, India","Consumption, government, nominal, share of GDP, India_quarterly_quarterly_India_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Indonesia","Consumption, government, nominal, share of GDP, Indonesia_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Japan","Consumption, government, nominal, share of GDP, Japan_quarterly_quarterly_JKT_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Malaysia","Consumption, government, nominal, share of GDP, Malaysia_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Mexico","Consumption, government, nominal, share of GDP, Mexico_quarterly_quarterly_North America_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Philippines","Consumption, government, nominal, share of GDP, Philippines_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Singapore","Consumption, government, nominal, share of GDP, Singapore_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, South Korea","Consumption, government, nominal, share of GDP, South Korea_quarterly_quarterly_JKT_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Taiwan","Consumption, government, nominal, share of GDP, Taiwan_quarterly_quarterly_JKT_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, Thailand","Consumption, government, nominal, share of GDP, Thailand_quarterly_quarterly_Southeast Asia_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, United Kingdom","Consumption, government, nominal, share of GDP, United Kingdom_quarterly_quarterly_Europe_Oxford_Macroeconomic"
"Consumption, government, nominal, share of GDP, United States","Consumption, government, nominal, share of GDP, United States_quarterly_quarterly_North America_Oxford_Macroeconomic"
"Consumption, government, real, LCU, Argentina","Consumption, government, real, LCU, Argentina_quarterly, quarterly_quarterly, quarterly_South America, South America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Brazil","Consumption, government, real, LCU, Brazil_quarterly, quarterly_quarterly, quarterly_South America, South America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Chile","Consumption, government, real, LCU, Chile_quarterly, quarterly_quarterly, quarterly_South America, South America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, China","Consumption, government, real, LCU, China_quarterly, quarterly_quarterly, quarterly_China, China_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Egypt, Arab Rep.","Consumption, government, real, LCU, Egypt, Arab Rep._quarterly_quarterly_MENA_Oxford_Macroeconomic"
"Consumption, government, real, LCU, European Union","Consumption, government, real, LCU, European Union_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Eurozone","Consumption, government, real, LCU, Eurozone_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, France","Consumption, government, real, LCU, France_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Germany","Consumption, government, real, LCU, Germany_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, India","Consumption, government, real, LCU, India_quarterly, quarterly_quarterly, quarterly_India, India_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Indonesia","Consumption, government, real, LCU, Indonesia_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Iran, Islamic Rep.","Consumption, government, real, LCU, Iran, Islamic Rep._quarterly_quarterly_MENA_Oxford_Macroeconomic"
"Consumption, government, real, LCU, Japan","Consumption, government, real, LCU, Japan_quarterly, quarterly_quarterly, quarterly_JKT, JKT_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Malaysia","Consumption, government, real, LCU, Malaysia_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Mexico","Consumption, government, real, LCU, Mexico_quarterly, quarterly_quarterly, quarterly_North America, North America_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Philippines","Consumption, government, real, LCU, Philippines_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Saudi Arabia","Consumption, government, real, LCU, Saudi Arabia_quarterly_quarterly_MENA_Oxford_Macroeconomic"
"Consumption, government, real, LCU, Singapore","Consumption, government, real, LCU, Singapore_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, South Korea","Consumption, government, real, LCU, South Korea_quarterly, quarterly_quarterly, quarterly_JKT, JKT_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Taiwan","Consumption, government, real, LCU, Taiwan_quarterly, quarterly_quarterly, quarterly_JKT, JKT_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, Thailand","Consumption, government, real, LCU, Thailand_quarterly, quarterly_quarterly, quarterly_Southeast Asia, Southeast Asia_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, United Arab Emirates","Consumption, government, real, LCU, United Arab Emirates_quarterly_quarterly_MENA_Oxford_Macroeconomic"
"Consumption, government, real, LCU, United Kingdom","Consumption, government, real, LCU, United Kingdom_quarterly, quarterly_quarterly, quarterly_Europe, Europe_Oxford, Oxford_Macroeconomic, Macroeconomic"
"Consumption, government, real, LCU, United States","Consumption, government, real, LCU, United States_quarterly, quarterly_quarterly, quarterly_North America, North America_Oxford, Oxford_Macroeconomic, Macroeconomic"
